Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2018,D52,BI,M,_T,_T,ISCED11_2,PT,0,N,2018,25.2
2010,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2010,7.1
2011,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2011,9.0
2012,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2012,9.1
2013,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2013,11.2
2014,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2014,11.3
2015,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2015,19.3
2016,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2016,21.1
2017,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2017,17.7
2018,D52,BI,M,_T,_T,ISCED11_3,PT,0,N,2018,30.2
2010,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2010,48.4
2011,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2011,52.4
2012,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2012,58.6
2013,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2013,65.7
2014,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2014,64.0
2015,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2015,59.3
2016,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2016,61.7
2017,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2017,62.0
2018,D52,BI,_T,_T,_T,ISCED11_1,PT,0,N,2018,52.5
2010,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2010,15.6
2011,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2011,16.8
2012,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2012,17.5
2013,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2013,21.1
2014,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2014,23.6
2015,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2015,31.1
2016,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2016,34.8
2017,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2017,38.4
2018,D52,BI,_T,_T,_T,ISCED11_2,PT,0,N,2018,28.2
2010,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2010,5.4
2011,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2011,5.7
2012,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2012,6.8
2013,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2013,8.7
2014,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2014,10.5
2015,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2015,16.2
2016,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2016,18.2
2017,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2017,15.5
2018,D52,BI,_T,_T,_T,ISCED11_3,PT,0,N,2018,27.5
